spend_code_filter	spend_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
5k_10k	5k - 10k	NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	2	1	340046	136018	3934	786
5k_10k	5k - 10k	UK Government Scotland		159100234275780	Facebook	1	1	340046	170023	1967	393
5k_10k	5k - 10k	Dan Lok		998837360158985	Facebook	3	1	335136	134054	20778	4834
5k_10k	5k - 10k	Yorkshire and the Humber Labour Party	the Labour Party	1608245282744484	Facebook	3	1	272036	119016	5901	1180
5k_10k	5k - 10k	London Labour Party	The London Labour Party 	474613052643462	Facebook	4	1	272036	136018	7868	1573
5k_10k	5k - 10k	Oxfam Great Britain	Oxfam GB	7214031395	Facebook	3	1	272036	119016	5901	1180
5k_10k	5k - 10k	Vattenfall Sverige		608975645850217	Facebook	3	1	251477	125738	2328	1164
5k_10k	5k - 10k	World Animal Protection Danmark		33588644626	Facebook	2	1	249307	99723	3338	667
5k_10k	5k - 10k	Humble Household		1746853745395190	Facebook	1	1	223860	89544	2970	1485
5k_10k	5k - 10k	Jamie Driscoll 4 Mayor	The Labour Party	296264854323788	Facebook	3	1	221029	88412	5901	1180
5k_10k	5k - 10k	More In Common		199254923808679	Facebook	3	1	207310	93126	6370	2005
5k_10k	5k - 10k	Labour South East	The Labour Party.	123817579216	Facebook	2	1	204027	85011	3934	786
5k_10k	5k - 10k	The Week UK	The Week	177855115588808	Facebook	2	1	204027	85011	3934	786
5k_10k	5k - 10k	Red Barnet		67571270393	Facebook	3	1	199445	87257	5007	1001
5k_10k	5k - 10k	COALICION CANARIA		AR489541609348661248	Google	1	1	197671	19767	5930	98
5k_10k	5k - 10k	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	2	1	174514	74792	3338	667
5k_10k	5k - 10k	Manchester City Council	Manchester City Council	71409503111	Facebook	1	1	170023	68009	1967	393
5k_10k	5k - 10k	Plaid Cymru	Plaid Cymru	26416930992	Facebook	1	1	170023	68009	1967	393
5k_10k	5k - 10k	Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	1	1	170023	68009	1967	393
5k_10k	5k - 10k	thortful		812242295466529	Facebook	1	1	170023	68009	1967	393
5k_10k	5k - 10k	Unblock the Embankment	Unblock The Embankment	296306887805496	Facebook	1	1	170023	68009	1967	393
5k_10k	5k - 10k	West Midlands Labour	The Labour Party	1243222025739706	Facebook	2	1	136018	68009	3934	786
5k_10k	5k - 10k	Pet Drugs Online		266405059207	Facebook	2	1	136018	68009	3934	786
5k_10k	5k - 10k	Gaia		182073298490036	Facebook	1	1	127119	63559	1131	565
5k_10k	5k - 10k	Pologize Fashion		274227073497806	Facebook	1	1	127119	63559	1131	565
5k_10k	5k - 10k	Fibrenew International		108329495874655	Facebook	2	1	127118	50847	2262	1131
5k_10k	5k - 10k	Partito Democratico		AR254356072167374848	Google	7	1	120579	11860	41511	691
5k_10k	5k - 10k	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	2	1	99722	49861	3338	667
5k_10k	5k - 10k	Sex og Samfund		250994288337708	Facebook	2	1	99722	49861	3338	667
5k_10k	5k - 10k	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	2	1	74791	37396	3338	667
5k_10k	5k - 10k	Bath for Europe	#ProjectHope	341079676234366	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Welsh Labour	Welsh Labour	159670677391384	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	National Education Union	National Education Union	241312696375349	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Co-operative Party		7569385657	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	JW3	JW3	6587671199	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Extinction Rebellion		239675493315233	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Stockport For Europe	#ProjectHope	1498877030176201	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Dorset for Europe	Dorset For Europe	205664403208769	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	The Charity for Civil Servants		216978845071240	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Scottish Conservatives	the Scottish Conservative and Unionist Party	136308776480	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	SerpsReviews		198617470161635	Facebook	1	1	68009	34004	1967	393
5k_10k	5k - 10k	Labour East	The Labour Party	407402162736656	Facebook	2	1	68008	34004	3934	786
5k_10k	5k - 10k	Clone Evolution		1345821958781389	Facebook	1	1	63559	25423	1131	565
5k_10k	5k - 10k	Bündnis90/ Die Grünen		AR207068276079984640	Google	3	1	59301	5930	17790	296
5k_10k	5k - 10k	Socialdemokratiet		41459763029	Facebook	1	1	49861	24930	1669	333
5k_10k	5k - 10k	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	1	1	49861	24930	1669	333
5k_10k	5k - 10k	Lizette Risgaard		547601668763372	Facebook	1	1	49861	24930	1669	333
5k_10k	5k - 10k	Ali Aminali		1452133531486822	Facebook	1	1	49861	24930	1669	333
5k_10k	5k - 10k	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	1	1	41912	16765	776	388
5k_10k	5k - 10k	Gestion et Action Libérale		AR201311233196949504	Google	3	1	41511	3953	17790	296
5k_10k	5k - 10k	CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	3	1	41511	3953	17790	296
5k_10k	5k - 10k	Hämeen Uusi Suunta ry		AR330633591832707072	Google	2	1	39534	3953	11860	197
5k_10k	5k - 10k	Pirkanmaan Kokoomus ry		AR571246318408695808	Google	2	1	39534	3953	11860	197
5k_10k	5k - 10k	Peterborough Labour Party	The Labour Party	927033024024138	Facebook	1	1	34004	17002	1967	393
5k_10k	5k - 10k	Labour North	Labour North, Promoted by Fiona Stanton on behalf of Labour North	685018844928882	Facebook	1	1	34004	17002	1967	393
5k_10k	5k - 10k	Dover and Deal Conservatives	Daniel Friend	169621793712033	Facebook	1	1	34004	17002	1967	393
5k_10k	5k - 10k	The Jewish Leadership Council	The Jewish Leadership Council	117103555036195	Facebook	1	1	34004	17002	1967	393
5k_10k	5k - 10k	Somerset LOVEs Europe	#ProjectHope	1701975076791930	Facebook	1	1	34004	17002	1967	393
5k_10k	5k - 10k	Shaun Bailey	London Conservatives	6598574226	Facebook	1	1	34004	17002	1967	393
5k_10k	5k - 10k	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1	1	19767	1976	5930	98
5k_10k	5k - 10k	SPD Berlin		AR257142234632159232	Google	1	1	19767	1976	5930	98
5k_10k	5k - 10k	Alternativet		AR198061076825243648	Google	1	1	19767	1976	5930	98
5k_10k	5k - 10k	Scope		358706239805	Facebook	1	1	17002	3400	1967	393
