country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	20	1	4225	1431	14	0
CZ	Czechia	revue Prostor		525606624188429	Facebook	1	1	4208	841	16	3
CZ	Czechia	Climate-KIC		403370709744295	Facebook	2	1	4108	1798	10	3
CZ	Czechia	Tuunes		992176580926495	Facebook	6	1	4087	983	9	0
CZ	Czechia	European Jewish Association		853930504670255	Facebook	1	1	4001	2001	9	2
CZ	Czechia	Le Monde		14892757589	Facebook	35	1	3977	1455	13	0
CZ	Czechia	120 dnů sodomy		329642711236010	Facebook	1	1	3951	790	69	0
CZ	Czechia	Pologize Fashion		274227073497806	Facebook	1	1	3856	1928	34	17
CZ	Czechia	BonneGueule		140324089470	Facebook	4	1	3719	1802	18	3
CZ	Czechia	World Youth Academy		155365641152627	Facebook	6	1	3680	736	27	0
CZ	Czechia	Matthew Hussey		525275707491504	Facebook	7	1	3605	1441	31	6
CZ	Czechia	Maroš Šefčovič		245361515516655	Facebook	4	1	3464	692	6	0
CZ	Czechia	Européens Sans Frontières		668031516635463	Facebook	8	1	3240	1319	5	1
CZ	Czechia	Perdurabo		380940568683973	Facebook	1	1	3234	1617	3	0
CZ	Czechia	The Good Lobby		1420129598280317	Facebook	10	1	3190	973	12	0
CZ	Czechia	Petra De Sutter		372776579930604	Facebook	1	1	3043	1522	15	3
CZ	Czechia	gestalten		154235850999	Facebook	2	1	3035	800	11	0
CZ	Czechia	World Bank		153371894688575	Facebook	32	1	3033	1298	10	1
CZ	Czechia	Save the Refugees		1931458237163388	Facebook	1	1	2987	1195	2	0
CZ	Czechia	EuroZprávy.cz		120250914680166	Facebook	1	1	2986	597	11	2
CZ	Czechia	Dominik Hatiar • Mladí za lepšiu Európu		1795556150546258	Facebook	8	1	2949	1101	42	0
CZ	Czechia	Giving Brush		1945237355733646	Facebook	11	1	2702	1091	26	4
CZ	Czechia	Treevotion		312276899356713	Facebook	9	1	2653	795	4	1
CZ	Czechia	I Hate Bernie Sanders		105344429817836	Facebook	2	1	2623	1311	17	3
CZ	Czechia	European Young Leaders - EYL40		227054030686626	Facebook	1	1	2528	505	5	0
CZ	Czechia	ВОЛЯ - Българските Родолюбци		317433685633688	Facebook	1	1	2373	474	4	0
CZ	Czechia	Europeana.eu		10261403667	Facebook	2	1	2320	942	2	0
CZ	Czechia	Simona Petrík SPOLU - občianska demokracia	Hudáčková Silvia	132353247111236	Facebook	4	1	2298	459	11	0
CZ	Czechia	Foodpowerr		625107021262384	Facebook	2	1	2256	451	20	4
CZ	Czechia	Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	25	1	2239	728	14	0
CZ	Czechia	Gaia		182073298490036	Facebook	5	1	2234	946	20	5
CZ	Czechia	Hlavný denník		460072524405386	Facebook	1	1	2142	1071	10	2
CZ	Czechia	Haydi Tatile		2107340192658838	Facebook	2	1	2089	417	3	0
CZ	Czechia	Milovat není zločin		264585223613712	Facebook	4	1	2048	0	7	0
CZ	Czechia	Ing. Miroslav Chocholáček	Chocholacek Miroslav	428629151278060	Facebook	2	1	1998	0	23	3
CZ	Czechia	Tomáš Lázna	Lazna Tomas	260234168098745	Facebook	2	1	1998	0	23	3
CZ	Czechia	Cesta odpovědné společnosti		1756003337990601	Facebook	2	1	1998	0	7	0
CZ	Czechia	SPO Zemanovci Praha		278166096338557	Facebook	2	1	1998	0	7	0
CZ	Czechia	Veglife.cz		934519943333058	Facebook	2	1	1998	0	7	0
CZ	Czechia	Liberálně ekologická strana		477871765643301	Facebook	2	1	1998	0	7	0
CZ	Czechia	KSČM Praha 10 pro všechny		785794641626192	Facebook	2	1	1998	0	7	0
CZ	Czechia	Vojtěch Bednář, sociolog	Bednar Vojtech	557700780951101	Facebook	2	1	1997	0	7	0
CZ	Czechia	VAN Economic - Kế toán, Thuế, Cư trú, Lao động		384813415704277	Facebook	2	1	1997	0	7	0
CZ	Czechia	Díky, čauko plasty		338985149869725	Facebook	3	1	1880	157	124	0
CZ	Czechia	Kiwi.com		334822256561481	Facebook	1	1	1796	359	17	3
CZ	Czechia	Chug Bottles		1781974005205686	Facebook	1	1	1725	862	1	0
CZ	Czechia	Greenpeace Polska		32104614789	Facebook	17	1	1721	807	7	1
CZ	Czechia	Solar Impulse		187539851277198	Facebook	2	1	1716	686	1	0
CZ	Czechia	Berlin Beer Week		789641531111955	Facebook	2	1	1694	342	3	0
CZ	Czechia	East Meet East		565982140109779	Facebook	1	1	1683	842	3	0
CZ	Czechia	Bacàn		1672921389592737	Facebook	7	1	1648	0	163	0
CZ	Czechia	АТОН		269320383095938	Facebook	2	1	1636	818	11	2
CZ	Czechia	Success Resources		550751965021284	Facebook	1	1	1593	318	18	3
CZ	Czechia	Verv		560545637307176	Facebook	3	1	1581	790	2	0
CZ	Czechia	Ecosia		177765836610	Facebook	1	1	1575	315	2	0
CZ	Czechia	Holzkern		550085078491459	Facebook	5	1	1574	484	18	7
CZ	Czechia	Give A Vote		2186129244970085	Facebook	1	1	1565	626	1	0
CZ	Czechia	NATO Strategic Communications Centre of Excellence		1456516717932002	Facebook	1	1	1506	753	1	0
CZ	Czechia	GUE/NGL		164355333623231	Facebook	2	1	1458	648	8	1
CZ	Czechia	Basmah		137973986840264	Facebook	20	1	1455	306	13	0
CZ	Czechia	Feminist Apparel		147698828729567	Facebook	18	1	1454	551	12	2
CZ	Czechia	Vadim Rotari		516538278845787	Facebook	2	1	1445	422	6	0
CZ	Czechia	ITUC		20556338116	Facebook	1	1	1322	661	0	0
CZ	Czechia	Milaap		315603771494	Facebook	20	1	1312	355	2	0
CZ	Czechia	GOOD		2169416540037488	Facebook	1	1	1309	261	0	0
CZ	Czechia	Stagg Music (official)		166644226724554	Facebook	1	1	1291	646	3	0
CZ	Czechia	USR Diaspora	USR Diaspora	1793510380925494	Facebook	2	1	1258	514	1	0
CZ	Czechia	Intersolar		124579277563150	Facebook	1	1	1202	601	3	0
CZ	Czechia	Schwarzkopf Professional		150101695010185	Facebook	3	1	1182	260	4	0
CZ	Czechia	Guardian B2B		452752128144314	Facebook	1	1	1177	588	3	0
CZ	Czechia	Animal Matters	Animal Matters	1439364926329185	Facebook	6	1	1172	342	2	0
CZ	Czechia	V4 Report		267474873666087	Facebook	4	1	1161	222	23	0
CZ	Czechia	EU vs Disinformation		1087491177963859	Facebook	1	1	1157	578	11	0
CZ	Czechia	Soviet Visuals		1160495674016675	Facebook	14	1	1129	240	8	0
CZ	Czechia	Wasabi -Learn Japanese Online-		1520460718232403	Facebook	7	1	1121	381	7	2
CZ	Czechia	Collision Conf		205093963028353	Facebook	6	1	1056	219	13	1
CZ	Czechia	PES Women		115443321849793	Facebook	1	1	1042	208	2	0
CZ	Czechia	Martin Beluský - kandidát na poslanca EP		2011031775831511	Facebook	5	1	1037	202	12	1
CZ	Czechia	Zimmylifestyle.com		235024056945953	Facebook	1	1	1009	505	0	0
CZ	Czechia	Piráti - Kladno	Česká pirátská strana	1539076396126259	Facebook	1	1	999	0	3	0
CZ	Czechia	Jsem hrdý Slovan		214437865669111	Facebook	1	1	999	0	3	0
CZ	Czechia	Nails City - Bystrc		292212021638332	Facebook	1	1	999	0	3	0
CZ	Czechia	Європа без бар'єрів / Europe without Barriers		191280287595525	Facebook	1	1	999	0	88	0
CZ	Czechia	Reformy.cz		242264792492060	Facebook	1	1	999	0	3	0
CZ	Czechia	ANO ve Žďáře		449307245205312	Facebook	1	1	999	0	3	0
CZ	Czechia	ČeskáPravda.cz		366049800474709	Facebook	1	1	999	0	3	0
CZ	Czechia	DEZA NENÍ BEZVA		2180491821977302	Facebook	1	1	999	0	3	0
CZ	Czechia	IDEA při Cerge-EI		476377929220723	Facebook	1	1	999	0	3	0
CZ	Czechia	US - Unie Slovanů		2030775723849918	Facebook	1	1	999	0	19	3
CZ	Czechia	SPD Krupka		502312390169693	Facebook	1	1	999	0	3	0
CZ	Czechia	Za ještě lepší Dobřany		403351256848631	Facebook	1	1	999	0	88	0
CZ	Czechia	TOP 09 Ústí nad Labem		164205386929375	Facebook	1	1	999	0	88	0
CZ	Czechia	NeuroLeadership		1421078134830253	Facebook	1	1	999	0	3	0
CZ	Czechia	Rajské potoky - Islámské kulturní centrum pro Da'wu a výuku Islámu - Dawah		1035869669758412	Facebook	1	1	999	0	3	0
CZ	Czechia	Quip		416356768480678	Facebook	1	1	999	0	19	3
CZ	Czechia	Svoboda slova		151779845455186	Facebook	1	1	999	0	19	3
CZ	Czechia	THEMOVEMENT.cz		622443198211613	Facebook	1	1	999	0	3	0
CZ	Czechia	HappyMary		225470024521495	Facebook	1	1	999	0	19	3
CZ	Czechia	KSČM - Jičín		180995542422359	Facebook	1	1	999	0	3	0
CZ	Czechia	Lumír Němec		125289908170606	Facebook	1	1	999	0	3	0
CZ	Czechia	Panasonic KWN Global		598994726920919	Facebook	1	1	999	0	4	0
CZ	Czechia	České důchody		2175634662475108	Facebook	1	1	999	0	3	0
CZ	Czechia	Naše Budoucnost		1976425459329772	Facebook	1	1	999	0	3	0
CZ	Czechia	Vrátnice - Café & Bar		248523165974624	Facebook	1	1	999	0	3	0
CZ	Czechia	Dear life,i trust you		480074085734859	Facebook	1	1	999	0	3	0
CZ	Czechia	Allianz - Hlučín, Mírové nám.		867097830025867	Facebook	1	1	999	0	3	0
CZ	Czechia	Consultants for America's Veterans		676283905861009	Facebook	1	1	999	0	88	0
CZ	Czechia	Yoni		890422857709736	Facebook	1	1	999	0	19	3
CZ	Czechia	MOJE OČNÍ Optika		1920659598212016	Facebook	1	1	998	0	3	0
CZ	Czechia	České volby		125316694730707	Facebook	1	1	998	0	3	0
CZ	Czechia	Minari Stamp		385714548859014	Facebook	1	1	998	0	3	0
CZ	Czechia	IVAR CS		127015524038376	Facebook	1	1	998	0	3	0
CZ	Czechia	Spolek pro ochranu žen, z. s.		148373422674670	Facebook	1	1	998	0	3	0
CZ	Czechia	Counter Balance: Challenging Public Investment Banks		123860337211	Facebook	1	1	976	195	1	0
CZ	Czechia	Matt Wilson		247888188644456	Facebook	7	1	967	252	23	0
CZ	Czechia	Subpod		839183619577851	Facebook	4	1	950	190	1	0
CZ	Czechia	The Bamboo Brush Society		1152885191422950	Facebook	16	1	937	321	3	0
CZ	Czechia	Traxsource		67579939495	Facebook	3	1	935	186	2	0
CZ	Czechia	Легион информационной обороны		759570777707924	Facebook	1	1	927	185	1	0
CZ	Czechia	Esri		211211155280	Facebook	3	1	918	226	2	0
CZ	Czechia	5Pillars	5 Pillars	490858150969676	Facebook	2	1	909	454	14	3
CZ	Czechia	Instant Buy Supply		1795481837196514	Facebook	2	1	905	409	9	0
CZ	Czechia	Sample Market		504781446382209	Facebook	6	1	891	250	7	0
CZ	Czechia	Stoke Travel		193334324519	Facebook	1	1	879	439	0	0
CZ	Czechia	Best Tech Crowdfunding Videos		615071652029076	Facebook	12	1	870	4	75	0
CZ	Czechia	Tunis Forum on Gender Equality		362993680952642	Facebook	1	1	803	401	0	0
CZ	Czechia	RoboMarkets - Global		588252871551498	Facebook	6	1	802	199	18	0
CZ	Czechia	Melba Culp		902971599738051	Facebook	19	1	802	268	2	0
CZ	Czechia	Jah Happy Life		1744645559132653	Facebook	1	1	794	158	1	0
CZ	Czechia	Avon Worldwide		216741958412414	Facebook	1	1	793	396	2	0
CZ	Czechia	NEOS X - 10. Bundesland		613891652052880	Facebook	1	1	792	158	7	1
CZ	Czechia	Streetpit		658189304534663	Facebook	1	1	784	392	0	0
CZ	Czechia	Pavel Macko SPOLU - občianska demokracia	SPOLU - občianska demokracia	489291478219770	Facebook	1	1	776	388	7	0
CZ	Czechia	Perseus Apparel		1112003955624720	Facebook	11	1	771	163	1	0
CZ	Czechia	RSM MBA		110428762358678	Facebook	3	1	759	371	3	0
CZ	Czechia	Humble Household		1746853745395190	Facebook	3	1	734	179	7	1
CZ	Czechia	Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	18	1	722	211	1	0
CZ	Czechia	Proriott		3097198860306172	Facebook	2	1	721	184	6	1
CZ	Czechia	Open Society Roma Initiatives		369567809754486	Facebook	1	1	719	143	1	0
CZ	Czechia	Les Enfants Créatifs By Human Society		647143909040616	Facebook	2	1	713	265	1	0
CZ	Czechia	Mark Laguë Fine Art		292045894985614	Facebook	1	1	685	137	4	0
CZ	Czechia	Euro-Atlantic Center		224951796186	Facebook	1	1	626	125	1	0
CZ	Czechia	Kaar Kaas Sonn		215255338679306	Facebook	2	1	617	165	2	0
CZ	Czechia	EPP Group in the European Parliament		291699857688	Facebook	4	1	592	293	1	0
CZ	Czechia	Kokoomus	Kokoomus	201285237101	Facebook	1	1	587	117	5	1
CZ	Czechia	European Action Week Against Racism		1224138274394269	Facebook	1	1	572	114	1	0
CZ	Czechia	Zora Jaurová • Progresívne Slovensko		267456060571592	Facebook	11	1	563	267	5	0
CZ	Czechia	Die Philadelphia Posaune		541635382696298	Facebook	2	1	547	109	1	0
CZ	Czechia	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	32	1	542	108	6	0
CZ	Czechia	Minority SafePack		532492010145546	Facebook	7	1	538	117	3	0
CZ	Czechia	LGBTstyle		839131319627314	Facebook	36	1	529	71	21	0
CZ	Czechia	Exponea		437489159794764	Facebook	15	1	524	46	36	0
CZ	Czechia	Ozan Yanar		730847103593100	Facebook	2	1	513	100	5	1
CZ	Czechia	SV4IE		2246467545588430	Facebook	1	1	512	256	1	0
CZ	Czechia	NewsMavens		145218379355757	Facebook	2	1	506	235	0	0
CZ	Czechia	Égard Watch Company		285409498185123	Facebook	6	1	501	100	8	0
CZ	Czechia	Hertie School of Governance		10760031281	Facebook	1	1	488	97	0	0
CZ	Czechia	Global School for Social Leaders		141351915917174	Facebook	1	1	485	242	1	0
CZ	Czechia	Norbert Kurilla	Most-Híd (Híd-Most)	355021862017547	Facebook	2	1	483	240	2	1
CZ	Czechia	Evig Grön		201581136991713	Facebook	2	1	483	127	1	0
CZ	Czechia	Tomáš Dentico, váš hlas rešpektovaný v Europarlamente	Skalnik Petr	1172318522948253	Facebook	11	1	475	104	2	0
CZ	Czechia	The Dolphin's Voice		374901615887979	Facebook	1	1	473	236	4	0
CZ	Czechia	Stanford Graduate School of Business		208357009185713	Facebook	3	1	471	94	0	0
CZ	Czechia	Busech Shopping		297339700960830	Facebook	5	1	453	152	6	0
CZ	Czechia	Ungarn Heute		168899176939404	Facebook	1	1	434	87	1	0
CZ	Czechia	King Panda's		1421215034675772	Facebook	1	1	430	86	7	0
CZ	Czechia	Sumatran Orangutan Society (SOS)	Sumatran Orangutan Society	352804059518	Facebook	1	1	429	85	0	0
CZ	Czechia	Pracuj w Unii		1436641159975378	Facebook	2	1	429	85	0	0
CZ	Czechia	Lisa's Law Solicitors	Lisa's Law Solicitors	739722549392872	Facebook	5	1	427	158	0	0
CZ	Czechia	Andreas Schieder	SPÖ	290881691011354	Facebook	3	1	420	84	4	0
CZ	Czechia	Brut UK		1629990253744016	Facebook	1	1	418	83	0	0
CZ	Czechia	Get The Trolls Out		858018134275978	Facebook	1	1	416	208	1	0
CZ	Czechia	Civil Liberties Union for Europe		1424938757739868	Facebook	1	1	415	83	8	0
CZ	Czechia	Slobodná Palestína		166325436744198	Facebook	1	1	415	83	8	0
CZ	Czechia	garagErasmus Foundation		126673650730964	Facebook	2	1	414	188	3	0
CZ	Czechia	Centre of Excellence		761616163858631	Facebook	5	1	400	118	0	0
CZ	Czechia	MEDAL display		1490537417901414	Facebook	1	1	393	78	0	0
CZ	Czechia	World Food Programme		28312410177	Facebook	1	1	386	77	0	0
CZ	Czechia	EUJS - European Union of Jewish Students		389574965144	Facebook	2	1	380	71	9	0
CZ	Czechia	Voices for Refugees - أصوات لأجل اللاجئين		1601274913421469	Facebook	16	1	375	113	5	0
CZ	Czechia	Wantsrneeds		246346592579702	Facebook	8	1	370	86	2	0
CZ	Czechia	Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	3	1	367	76	0	0
CZ	Czechia	Banque mondiale		155174084508744	Facebook	15	1	359	100	0	0
CZ	Czechia	Acid Reign		36593342027	Facebook	1	1	353	70	0	0
CZ	Czechia	FT Content Solutions		1220981994590364	Facebook	3	1	348	70	0	0
CZ	Czechia	Wix		106270215428	Facebook	1	1	342	171	0	0
CZ	Czechia	ADAR		175390195814995	Facebook	1	1	341	171	0	0
CZ	Czechia	FLOTZ		1826714180730994	Facebook	1	1	338	67	6	0
CZ	Czechia	Deutschland.de		31292782350	Facebook	5	1	329	65	1	0
CZ	Czechia	Jaroslav Paška	Pašková Juliana	480862355305905	Facebook	13	1	327	79	1	0
CZ	Czechia	Veganuary		170911309781648	Facebook	8	1	326	83	1	0
CZ	Czechia	Tafani's		306374169790036	Facebook	12	1	322	20	2	0
CZ	Czechia	eutopia		1407046686105940	Facebook	2	1	315	145	0	0
CZ	Czechia	Νότης Μαριάς, Ανεξάρτητος Ευρωβουλευτής	Επαμεινωνδας Μαριας	337788662974718	Facebook	1	1	314	62	0	0
CZ	Czechia	The British Journal of Photography	Ecotricity Group Limited	40055265495	Facebook	1	1	310	62	0	0
CZ	Czechia	Homaly Gift		372226786888864	Facebook	4	1	303	81	1	0
CZ	Czechia	HP Large Format Media		169820440552379	Facebook	1	1	299	59	0	0
CZ	Czechia	EURACTIV		15299247059	Facebook	4	1	297	59	2	0
CZ	Czechia	The Munk Debates		259282224084288	Facebook	1	1	293	58	0	0
CZ	Czechia	Zoeetoys		690269048038800	Facebook	11	1	291	7	23	0
CZ	Czechia	Great		267772723892978	Facebook	1	1	282	141	0	0
CZ	Czechia	Xytro		703407660061560	Facebook	2	1	281	141	12	2
CZ	Czechia	Dean Graziosi		17457692073	Facebook	1	1	281	141	1	0
CZ	Czechia	Gazeta Wyborcza		63563473556	Facebook	11	1	274	67	0	0
CZ	Czechia	European Transport Workers' Federation		129372794232499	Facebook	1	1	269	134	2	0
CZ	Czechia	Index in English		1969401936694372	Facebook	2	1	267	53	0	0
CZ	Czechia	Mint		1586969654915532	Facebook	1	1	266	53	0	0
CZ	Czechia	David Stephen Patterson		255774634874100	Facebook	9	1	263	30	12	0
CZ	Czechia	مفوضية اللاجئين		188842724507690	Facebook	26	1	258	70	6	0
CZ	Czechia	Break The Machine Ltd		455248978191768	Facebook	1	1	258	129	2	0
CZ	Czechia	ZAFUL		916028728426822	Facebook	1	1	254	127	1	0
CZ	Czechia	Vegas Live Community		1024725667661429	Facebook	1	1	254	127	11	2
CZ	Czechia	Wowfanco		756360421384215	Facebook	3	1	248	49	1	0
CZ	Czechia	A Solution to Plastic Pollution - First International Online Summit		1098001547034272	Facebook	3	1	244	48	3	0
CZ	Czechia	ETUC		129041250601685	Facebook	1	1	244	122	0	0
CZ	Czechia	GAîA		389280808172899	Facebook	1	1	238	119	0	0
CZ	Czechia	EU Gateway Business Avenues		1878683232394649	Facebook	1	1	232	46	0	0
CZ	Czechia	YOGA BURN		146316959083110	Facebook	9	1	231	55	2	0
CZ	Czechia	Foodion - a community for culinary professionals		1740583586185504	Facebook	4	1	231	81	0	0
CZ	Czechia	Guitar Lovers		203855170399686	Facebook	2	1	227	75	3	0
CZ	Czechia	ALDE CoR - Liberals and Democrats in the European Committee of the Regions		1033827283344362	Facebook	1	1	227	45	2	0
CZ	Czechia	Columbia University in the City of New York		102471088936	Facebook	1	1	221	88	0	0
CZ	Czechia	OZY		1393911800825140	Facebook	1	1	217	43	0	0
CZ	Czechia	Airinum		867962259958927	Facebook	3	1	211	42	0	0
CZ	Czechia	Trending Today		311683089314196	Facebook	9	1	211	66	7	0
CZ	Czechia	AfD Oberfranken	Bezirksverband AfD Oberfranken 	1535351666717897	Facebook	3	1	209	41	2	0
CZ	Czechia	Heroes Comics		2170951436494322	Facebook	2	1	208	41	0	0
CZ	Czechia	Your Everyday Korean		1446749008800347	Facebook	3	1	208	94	0	0
CZ	Czechia	EU Citizens Alliance		1122069994636814	Facebook	3	1	205	53	1	0
CZ	Czechia	Women, War & Peace | PBS	Peace is Loud	208504065850908	Facebook	1	1	202	101	0	0
CZ	Czechia	Stonewall		18933990398	Facebook	2	1	202	40	1	0
CZ	Czechia	We Amplify		186008238755917	Facebook	4	1	201	40	0	0
CZ	Czechia	Caritas Europa		190426711052241	Facebook	2	1	201	40	0	0
CZ	Czechia	Türi - Tori Downriver Race		1559110207746526	Facebook	1	1	199	99	1	0
CZ	Czechia	Matúš Bystriansky - kandidát na europoslanca	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	1650953941825108	Facebook	1	1	194	97	0	0
CZ	Czechia	Le Courrier d'Europe centrale		387639116472	Facebook	3	1	194	38	0	0
CZ	Czechia	The Commentator		165460240178275	Facebook	2	1	193	34	4	0
CZ	Czechia	Конгрессно-Выставочная Компания «Империя»		203407713030445	Facebook	3	1	192	88	1	0
CZ	Czechia	Soonfeed		214615931960850	Facebook	2	1	188	87	2	0
CZ	Czechia	SEAC scuba - snorkeling - freediving		110780655713826	Facebook	1	1	186	93	0	0
CZ	Czechia	Luxy - Upscale Dating		763075507071546	Facebook	4	1	184	36	1	0
CZ	Czechia	Petroleum Economist		119472418123001	Facebook	1	1	183	36	0	0
CZ	Czechia	Prizeo		378378255568881	Facebook	6	1	179	35	2	0
CZ	Czechia	Quotes		1881150392198555	Facebook	2	1	178	72	0	0
CZ	Czechia	INSEAD		164840743574941	Facebook	1	1	177	88	0	0
CZ	Czechia	GadgetWorlds		1379943465439410	Facebook	3	1	177	0	15	0
CZ	Czechia	THTC - The Hemp Trading Company		30239959348	Facebook	6	1	175	53	4	0
CZ	Czechia	WHOLE - United Queer Festival		513002089046849	Facebook	5	1	174	24	7	0
CZ	Czechia	Apps for life		735756143429544	Facebook	1	1	165	33	0	0
CZ	Czechia	mimOOkids - Green Fashion for Small and Independent kids		2263303917279468	Facebook	2	1	164	69	2	0
CZ	Czechia	European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	1	1	163	81	1	0
CZ	Czechia	Construction Climate Challenge		1421675261420283	Facebook	1	1	162	32	0	0
CZ	Czechia	Let's Shop		232205540763784	Facebook	5	1	161	0	14	0
CZ	Czechia	GearBest		624353394279966	Facebook	1	1	160	32	0	0
CZ	Czechia	Transylvania NOW		1067238850277845	Facebook	2	1	156	16	6	0
CZ	Czechia	China Xinhua News		338109312883186	Facebook	2	1	151	71	0	0
CZ	Czechia	Human Rights Tattoo		245416135560300	Facebook	1	1	148	29	2	0
CZ	Czechia	RIS - Socially RISponsible		378452422967331	Facebook	1	1	143	28	2	0
CZ	Czechia	Hornet Plugins		150704545104271	Facebook	1	1	141	28	0	0
CZ	Czechia	Roma EuroGames 2019		533740653459100	Facebook	1	1	140	70	0	0
CZ	Czechia	Форум свободной России		653401831466013	Facebook	1	1	138	69	1	0
CZ	Czechia	Hustle Ramen		448897585854828	Facebook	1	1	138	69	1	0
CZ	Czechia	United States Holocaust Memorial Museum	the United States Holocaust Memorial Museum 	34362997676	Facebook	6	1	135	27	2	0
CZ	Czechia	Remix News & Views		243686272917389	Facebook	3	1	134	26	2	0
CZ	Czechia	ScribersHive		722350287934296	Facebook	1	1	131	66	0	0
CZ	Czechia	Open Doors Deutschland		182704598535	Facebook	3	1	129	25	0	0
CZ	Czechia	eToro		105255116217636	Facebook	3	1	129	56	4	0
CZ	Czechia	Flora & Fauna		303798486465804	Facebook	8	1	128	24	2	0
CZ	Czechia	Basicdepots		299600660831947	Facebook	5	1	128	29	1	0
CZ	Czechia	Savystuffsaf		2057983051186633	Facebook	2	1	127	25	0	0
CZ	Czechia	Ivan Štefunko • Progresívne Slovensko		1664533523674012	Facebook	1	1	123	0	12	0
CZ	Czechia	Last Stop Brexit		820489154977103	Facebook	1	1	121	24	0	0
CZ	Czechia	Modius Health		1350510308330159	Facebook	2	1	121	59	1	0
CZ	Czechia	Beddr		710673582448543	Facebook	1	1	121	24	1	0
CZ	Czechia	SBS Australia		68043178685	Facebook	1	1	118	59	0	0
CZ	Czechia	Harvard Business Review		10423517786	Facebook	6	1	117	35	1	0
CZ	Czechia	Abdur-Raheem McCarthy (عبدالرحيم مكارثي)	One Ummah	163303980381013	Facebook	1	1	116	23	1	0
CZ	Czechia	Gary Vaynerchuk		51535068349	Facebook	1	1	116	23	0	0
CZ	Czechia	SPÖ	SPÖ	77393060080	Facebook	17	1	114	39	0	0
CZ	Czechia	TRT World		1559901027613381	Facebook	4	1	114	53	0	0
CZ	Czechia	Małgorzata Sekuła-Szmajdzińska - kandydatka do Parlamentu Europejskiego	Katarzyna Kijakowska	420227048536701	Facebook	5	1	113	28	0	0
CZ	Czechia	Krzysztof Sitarski Poseł na Sejm RP	Krzysztof Serafin Sitarski	897838423640166	Facebook	4	1	112	22	0	0
CZ	Czechia	We Love Fishing		173268786636636	Facebook	3	1	112	22	0	0
CZ	Czechia	Veterinárna nemocnica Anima - Žilina		205244036326304	Facebook	1	1	110	55	1	0
CZ	Czechia	Orjan Nilsen		271222143880	Facebook	2	1	109	54	1	0
CZ	Czechia	Kyriakos Mitsotakis		34848567724	Facebook	1	1	108	54	0	0
CZ	Czechia	European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	1	1	106	21	0	0
CZ	Czechia	Lap - Find Family & Friends		254495005225189	Facebook	2	1	105	23	0	0
CZ	Czechia	ADF International		382186268590822	Facebook	1	1	105	42	0	0
CZ	Czechia	Kai and Reef		220940452105669	Facebook	1	1	104	52	0	0
CZ	Czechia	Viking Valhalalla		2292746900964873	Facebook	1	1	103	0	0	0
CZ	Czechia	ParaqinOfficial		420328302103021	Facebook	1	1	101	50	0	0
CZ	Czechia	Stichting Syrische Vrijwilligers Nederland - SYVNL		537188923095240	Facebook	1	1	101	20	2	0
CZ	Czechia	Social Media Ads	Alexander Dietrich	561953460655717	Facebook	2	1	100	50	0	0
CZ	Czechia	Uni- Presse		432468573435743	Facebook	2	1	100	45	0	0
CZ	Czechia	CREAttitude		533957363395238	Facebook	1	1	99	0	9	0
CZ	Czechia	S&P Global		112495188784373	Facebook	6	1	98	20	0	0
CZ	Czechia	Ambassador of Islam		2121543634600149	Facebook	1	1	98	19	0	0
CZ	Czechia	Mackwoods Tea		892865974105443	Facebook	2	1	97	19	0	0
CZ	Czechia	Louder.me		216206948848368	Facebook	1	1	97	19	1	0
CZ	Czechia	Diamond MMA		109234291544	Facebook	2	1	96	9	5	0
CZ	Czechia	Ticalm.com		956222737885591	Facebook	1	1	91	18	1	0
CZ	Czechia	Hippie Freaks - Amzitee		1939985326124908	Facebook	4	1	91	18	1	0
CZ	Czechia	Vegan Lovers		1779737595596750	Facebook	1	1	91	18	1	0
CZ	Czechia	katholisch.de		108851439196399	Facebook	1	1	90	18	0	0
CZ	Czechia			0	Facebook	1	1	88	17	1	0
CZ	Czechia	Sustainability Times		214303005827359	Facebook	2	1	86	43	0	0
CZ	Czechia	All Passport Cover		1659280077503769	Facebook	4	1	84	39	0	0
CZ	Czechia	Professor  Alberto Testa	Alberto Testa	1899667790263172	Facebook	1	1	81	16	1	0
CZ	Czechia	Paula Freeman fitneso trenerė		192011335075176	Facebook	1	1	81	16	1	0
CZ	Czechia	Le 1		850828794934579	Facebook	2	1	80	40	0	0
CZ	Czechia	Jenk Oz		1368130286591310	Facebook	1	1	79	39	0	0
CZ	Czechia	ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	1	1	77	31	0	0
CZ	Czechia	Noosworks.com		405566173606704	Facebook	1	1	77	15	1	0
