advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Fratelli d'Italia	Fratelli d'Italia	355710427861591	Facebook	rd5	Last 5 days	1	1	99999	49999	498	99
Giorgos Amiras - Γιώργος Αμυράς	Giorgos Amiras - Γιώργος Αμυράς	1407652086114560	Facebook	rd5	Last 5 days	1	1	99999	49999	498	99
Andrej Bóna	Vokoun Tomas	321165708610626	Facebook	rd5	Last 5 days	1	1	99999	49999	388	194
Francesca Puglisi	Francesca Puglisi	196965250328047	Facebook	rd5	Last 5 days	1	1	99999	49999	99	0
Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	rd5	Last 5 days	1	1	99999	49999	498	99
Scientists for EU	Scientists for EU	642444842524195	Facebook	rd5	Last 5 days	1	1	99999	50000	577	115
Partito Democratico	Partito Democratico	77034286895	Facebook	rd5	Last 5 days	1	1	99999	49999	498	99
Fabrizio Ferrandelli		73230810464	Facebook	rd5	Last 5 days	1	1	99999	50000	499	100
Cogito	Cogito	2059332547662115	Facebook	rd5	Last 5 days	1	1	99999	49999	99	0
Νίκη Τζαβέλα - Niki Tzavela Official	Φερονικη Τζαβελα	866035200090418	Facebook	rd5	Last 5 days	1	1	99999	49999	498	99
ver.di	la red	252085013582	Facebook	rd5	Last 5 days	1	1	99999	49999	999	500
Francesco Forlin per Perugia	Francesco Forlin	632686940488385	Facebook	rd5	Last 5 days	2	1	99998	20000	198	0
Instituto Internacional de Derecho y Medio Ambiente (IIDMA)	Laura Fernández Dobarro	219220477095	Facebook	rd5	Last 5 days	2	1	99998	20000	198	0
Maciej Józefowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	157504851851399	Facebook	rd5	Last 5 days	2	1	99998	20000	139	23
Wilfried Haslauer	Salzburger Volkspartei	49835536470	Facebook	rd5	Last 5 days	2	1	99998	20000	598	100
Claudia Gamon	NEOS	447992848717452	Facebook	rd5	Last 5 days	2	1	99998	20000	998	200
Angela Russo	Angela Russo 	1624334387651107	Facebook	rd5	Last 5 days	2	1	99998	20000	198	0
USR Hunedoara	Uniunea Salvați România - USR	250986431933338	Facebook	rd5	Last 5 days	2	1	99998	20000	209	42
Naša voľba	Naša voľba	175203236178487	Facebook	rd5	Last 5 days	2	1	99998	20000	198	0
Mi Hazánk Mozgalom		620030171664750	Facebook	rd5	Last 5 days	2	1	99997	19999	46	18
BirdLife Europe and Central Asia	BirdLife Europe and Central Asia	174656216277326	Facebook	rd5	Last 5 days	2	1	99997	19999	198	0
Viorel Catarama	Dreapta Liberala	795022763862618	Facebook	rd5	Last 5 days	2	1	99997	19999	209	42
Peter Van Kemseke	Van Kemseke Peter Leo S	397455370285369	Facebook	rd5	Last 5 days	2	1	99997	19999	998	200
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	rd5	Last 5 days	2	1	99997	19999	691	115
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	rd5	Last 5 days	2	1	99997	19999	598	99
Tomasz Latos	KW Prawo i Sprawiedliwość	308684629246305	Facebook	rd5	Last 5 days	2	1	99997	19999	232	46
Έλληνες Ριζοσπάστες	Leonidas Chrysochoou	2076559345980059	Facebook	rd5	Last 5 days	2	1	99997	19999	198	0
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	rd5	Last 5 days	2	1	99997	19999	997	199
ActionAid Sweden	ActionAid Sweden	18880778360	Facebook	rd5	Last 5 days	2	1	99997	19999	925	185
Jusos in der SPD	Jusos in der SPD	40415227476	Facebook	rd5	Last 5 days	2	1	99997	19999	198	0
FDP Hessen	FDP Hessen	188188564583	Facebook	rd5	Last 5 days	2	1	99997	19999	198	0
Άννα Μισέλ Ασημακοπούλου	Άννα Μισέλ Ασημακοπούλου	1394997234118853	Facebook	rd5	Last 5 days	2	1	99997	19999	198	0
En Comú Podem	En Comú Podem	463627663844039	Facebook	rd5	Last 5 days	2	1	99997	19999	997	199
Isabella De Monte	Walter Godina - Mandatario Elettorale di Isabella De Monte	152661171597544	Facebook	rd5	Last 5 days	9	1	96991	28000	891	0
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	rd5	Last 5 days	44	1	96956	16000	4356	0
SMER - SD Košice okolie	SMER - SD	590859404733213	Facebook	rd5	Last 5 days	13	1	94986	20999	1287	0
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	rd5	Last 5 days	6	1	90994	30000	594	0
SMER - SD Bratislava V	SMER - SD	1023617851143344	Facebook	rd5	Last 5 days	7	1	89992	23999	693	0
Luca Vecchi	Comitato Elettorale Luca Vecchi 2024	245475858955495	Facebook	rd5	Last 5 days	19	1	88980	18000	1881	0
Eric Luth	Eric Luth – Centerpartiet	757931234599499	Facebook	rd5	Last 5 days	5	1	84995	26000	1110	250
Gwendolyn Rutten	Gwendolyn Rutten	149158155084	Facebook	rd5	Last 5 days	23	1	83976	13000	2277	0
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	rd5	Last 5 days	8	1	82992	22000	792	0
Martin Hojsík • Progresívne Slovensko	Hojsik Martin	147166706140048	Facebook	rd5	Last 5 days	5	1	80994	25000	495	0
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	rd5	Last 5 days	5	1	80767	17307	643	159
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	rd5	Last 5 days	5	1	79995	21999	115	0
Livio Lucà Trombetta	Livio Lucà Trombetta	432269534242217	Facebook	rd5	Last 5 days	6	1	79994	19000	594	0
Γιώργος Ξηραδάκης - Υποψήφιος Ευρωβουλευτής	George Xiradakis	300217683952795	Facebook	rd5	Last 5 days	5	1	75995	21000	495	0
Robert Hajšel	Krcmarikova Katarina	822009714820627	Facebook	rd5	Last 5 days	4	1	74996	21000	396	0
Renate Holzeisen	Team Köllensperger	840785932926956	Facebook	rd5	Last 5 days	4	1	74996	21000	396	0
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	rd5	Last 5 days	4	1	74996	21000	396	0
Радан Кънев	Радан Кънев	1461853244069926	Facebook	rd5	Last 5 days	4	1	74996	21000	396	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	rd5	Last 5 days	5	1	74995	18000	323	120
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	rd5	Last 5 days	10	1	74990	14000	292	21
Otra Parla Es Posible	Esther Torija Alonso	876560969172203	Facebook	rd5	Last 5 days	14	1	74986	13000	1386	0
KDNP és Frakciója	KDNP és Frakciója	230385242742	Facebook	rd5	Last 5 days	22	1	73978	13000	195	44
Greenpeace Deutschland	Greenpeace Deutschland	22541752487	Facebook	rd5	Last 5 days	16	1	72984	17000	1584	0
Uwe Conradt: Saarbrücken - gemeinsam - voran.	CDU Saarbrücken Stadt	577254072692345	Facebook	rd5	Last 5 days	4	1	72901	17380	320	0
Cécile  Kyenge Kashetu	Cécile  Kyenge Kashetu	191585464317302	Facebook	rd5	Last 5 days	6	1	71994	17000	594	0
SMER - SD Bratislava II.	SMER - SD	2442542622447106	Facebook	rd5	Last 5 days	6	1	71994	17000	993	99
School Cuts	National Education Union	871798409656672	Facebook	rd5	Last 5 days	7	1	71993	14000	801	0
Simona Bonafè	Simona Bonafè	145437958954905	Facebook	rd5	Last 5 days	4	1	70996	20000	796	100
Jos D'Haese	PVDA	1397002987227704	Facebook	rd5	Last 5 days	5	1	70995	17000	495	0
Alma Zadic	NR KLUB JETZT	1891626681100935	Facebook	rd5	Last 5 days	9	1	70991	16000	891	0
Michał Wawrykiewicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	835519263468051	Facebook	rd5	Last 5 days	10	1	70989	13000	230	0
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	rd5	Last 5 days	3	1	69997	20000	697	99
Michal Šimečka • Progresívne Slovensko	Projekt Európa o.z.	194278021265803	Facebook	rd5	Last 5 days	3	1	69997	20000	297	0
Scottish Labour Party	Scottish Labour Party	310039442421596	Facebook	rd5	Last 5 days	3	1	69997	20000	806	115
DIE LINKE	DIE LINKE	47694585682	Facebook	rd5	Last 5 days	4	1	69996	17000	795	100
one brussels	one.brussels	244157445635331	Facebook	rd5	Last 5 days	4	1	69996	17000	396	0
West Midlands Labour	The Labour Party	1243222025739706	Facebook	rd5	Last 5 days	4	1	69996	17000	458	0
USR Sibiu	Uniunea Salvați România	1028428697211383	Facebook	rd5	Last 5 days	5	1	69995	14000	188	21
FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	rd5	Last 5 days	4	1	69995	16999	396	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	rd5	Last 5 days	5	1	69994	14000	572	0
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	rd5	Last 5 days	8	1	69992	16000	792	0
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	rd5	Last 5 days	5	1	66995	15999	495	0
Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	rd5	Last 5 days	5	1	66995	16000	895	100
Beata Maciejewska	KW Wiosna Roberta Biedronia	359606364774932	Facebook	rd5	Last 5 days	6	1	66994	13000	138	0
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	rd5	Last 5 days	4	1	65996	16000	396	0
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	rd5	Last 5 days	4	1	65996	16000	796	100
Dreapta Liberală - DL	Dreapta Liberala	1881461575305499	Facebook	rd5	Last 5 days	5	1	65995	13000	104	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)	TS-LKD	198988713464683	Facebook	rd5	Last 5 days	3	1	64997	15999	297	0
Antonio Parziale - Váš hlas v Európe	Európska Demokratická Strana	1485999664946680	Facebook	rd5	Last 5 days	3	1	64997	16000	297	0
Starostové a nezávislí	Starostové (STAN) s regionálními partnery a TOP 09	370583064327	Facebook	rd5	Last 5 days	3	1	64997	16000	271	77
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	rd5	Last 5 days	3	1	64997	16000	297	0
Janka Ochojska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	573994789747274	Facebook	rd5	Last 5 days	3	1	64997	15999	371	139
Costanza Hermanin	Costanza Hermanin 	1424214351021211	Facebook	rd5	Last 5 days	3	1	64997	16000	297	0
Kelemen Hunor	RMDSZ	175293925828191	Facebook	rd5	Last 5 days	3	1	64997	16000	62	0
Peter Pilz	NR KLUB JETZT	127399223970566	Facebook	rd5	Last 5 days	3	1	64997	16000	697	100
Mona Juul	Mona Juul	2079067062409423	Facebook	rd5	Last 5 days	3	1	64997	15999	280	133
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	rd5	Last 5 days	4	1	64996	13000	396	0
Tomasz Leśniak	KW Wiosna Roberta Biedronia	397430734381499	Facebook	rd5	Last 5 days	7	1	64993	15000	347	46
HLAS	První prezidentská	320144481956623	Facebook	rd5	Last 5 days	7	1	63993	12000	217	38
Donato Forcillo - candidato Parlamento Europeo M5S - Sardegna/Sicilia	Donato Forcillo	348043952450383	Facebook	rd5	Last 5 days	23	1	62977	10000	2277	0
Podemos Torrejón de Ardoz	Podemos Torrejón de Ardoz	394489317377199	Facebook	rd5	Last 5 days	5	1	61995	11999	495	0
Antonio Tajani	Antonio Tajani	506531149512596	Facebook	rd5	Last 5 days	3	1	60997	15000	297	0
Pierfrancesco Majorino	Pierfrancesco Majorino	194123260626794	Facebook	rd5	Last 5 days	3	1	60997	15000	297	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	rd5	Last 5 days	3	1	60997	14999	297	0
SPEA - Sociedade Portuguesa para o Estudo das Aves	SPEA - Sociedade Portuguesa para o Estudo das Aves	152559446094	Facebook	rd5	Last 5 days	3	1	60997	14999	297	0
Michal Šipoš - kandidát do Európskeho parlamentu	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	156395481064391	Facebook	rd5	Last 5 days	4	1	60996	12000	396	0
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	rd5	Last 5 days	4	1	60996	12000	396	0
Paolo De Castro	Paolo De Castro	441907505922632	Facebook	rd5	Last 5 days	4	1	60996	12000	396	0
Νίκος Πέππας - Υποψήφιος Δημοτικός Σύμβουλος	Νίκος Πέππας	589295414486770	Facebook	rd5	Last 5 days	4	1	60996	12000	396	0
Βαρουξής Λευτέρης - Varouxis Lefteris	Digital Solutions	280496205994839	Facebook	rd5	Last 5 days	4	1	60996	12000	396	0
Dino Giarrusso	Dino Giarrusso	987371561280376	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	rd5	Last 5 days	2	1	59998	15000	598	99
Eastern Region Green Party	Eastern Region Green Party 	1635570190048987	Facebook	rd5	Last 5 days	2	1	59998	15000	691	115
Platforma Obywatelska	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	rd5	Last 5 days	2	1	59998	15000	139	23
Junge Liberale JuLis Bayern	Junge Liberale Bayern e.V.	109135205793336	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Matt Carthy	Carthy Matt	580216935345125	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Landtag Rheinland-Pfalz	Landtag Rheinland-Pfalz	1339267256128796	Facebook	rd5	Last 5 days	2	1	59998	15000	598	99
Adam Bielan	Adam Bielan	228951150597089	Facebook	rd5	Last 5 days	2	1	59998	15000	139	23
Andrea Cozzolino	Andrea Cozzolino	1449151341981719	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Simona Maria Vlădica	Amerisoft	236992636715917	Facebook	rd5	Last 5 days	2	1	59998	15000	125	21
Federación Socialista Asturiana FSA-PSOE	Federación Socialista Asturiana FSA-PSOE	48426568814	Facebook	rd5	Last 5 days	2	1	59998	15000	598	100
Adrián Barbón	Federación Socialista Asturiana FSA-PSOE	281802578697399	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Enhedslisten	Enhedslisten	223040066022	Facebook	rd5	Last 5 days	2	1	59998	14999	803	200
Todos a una per L'Hospitalet	PSC Partit dels  Socialistes de Catalunya	946528468690932	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Ισμήνη Μώρου - Υποψήφια Ευρωβουλευτής	Μωρου Ισμηνη	650014548746122	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
SMER - SD Nitra	SMER - SD	800561563389371	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Ζωγράφου Ώρα για δουλειά	Vasilis Thodas	618521531881415	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Erasmus+ Juventude em Ação	Erasmus+ Juventude em Ação	128362563891037	Facebook	rd5	Last 5 days	2	1	59998	14999	198	0
Ζωή Κωνσταντοπούλου - Zoe Konstantopoulou	Πλεύση Ελευθερίας	1489639131352219	Facebook	rd5	Last 5 days	2	1	59998	14999	198	0
Krzysztof Śmiszek	KW Wiosna Roberta Biedronia	954692934606047	Facebook	rd5	Last 5 days	2	1	59998	15000	232	46
Ecolo Hainaut	Ecolo Hainaut	121653681195914	Facebook	rd5	Last 5 days	2	1	59998	15000	198	0
Patricija Šulin	SDS - Slovenska demokratska stranka	1541413339429015	Facebook	rd5	Last 5 days	3	1	59997	12000	297	0
Said till Europaparlamentet	Liberalernas riksorganisation	1509050235995572	Facebook	rd5	Last 5 days	3	1	59997	12000	555	111
Guillermo Fernández Vara	Guillermo Fernández Vara	56504926071	Facebook	rd5	Last 5 days	3	1	59997	12000	297	0
Gianni Farina	Gianni Farina	340847436775181	Facebook	rd5	Last 5 days	3	1	59997	12000	297	0
Fridays For Future Münster	Fridays for Future	1212444868905059	Facebook	rd5	Last 5 days	3	1	59996	11999	297	0
ČSSD	ČSSD	111041662264882	Facebook	rd5	Last 5 days	27	1	59973	11000	644	147
Daniela Poggio	ROCK communications	441486766660124	Facebook	rd5	Last 5 days	6	1	58994	11000	594	0
Gabriel Daraban	Dumio	170290960472201	Facebook	rd5	Last 5 days	17	1	57983	13000	353	0
Joanna Skrzydlewska	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	274904002573727	Facebook	rd5	Last 5 days	4	1	56996	11000	92	0
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	rd5	Last 5 days	3	1	55997	11000	697	99
Lise Müller	Müller Lise	145989963343	Facebook	rd5	Last 5 days	3	1	55997	11000	213	80
Carmela Rescigno	Carmela Rescigno	434358993998139	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
De Goede Zaak	DeGoedeZaak	264564577356897	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Grzegorz Tobiszowski	KW Prawo i Sprawiedliwość	146655395680362	Facebook	rd5	Last 5 days	2	1	54998	11000	139	23
Ιωακείμ Καλλιβρούσης - Υποψ. Δημ. Σύμβουλος Δήμου Αθηναίων	Ιωακείμ Καλλιβρούσης	157899748482447	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Giosi Ferrandino	Giosi Ferrandino	141856142632410	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Ruža Tomašić	Tomasic Ruza	1434305366791182	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Frédéric Daerden	Frédéric Charles R Daerden	341897923206486	Facebook	rd5	Last 5 days	2	1	54998	11000	598	100
Kim De Witte	PVDA	315662412174661	Facebook	rd5	Last 5 days	2	1	54998	11000	598	99
Norbert Kaczmarczyk Poseł na Sejm RP	Kukiz'15 • Posłowie	814991668621838	Facebook	rd5	Last 5 days	2	1	54998	11000	46	0
PSOE de Castilla-La Mancha	PSOE de Castilla-La Mancha	310081965717560	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
ΛΕΥΤΕΡΗΣ ΔΗΜΗΤΡΙΟΥ	Eleftherios Demetriou	609745702447737	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
ISPI - Istituto per gli studi di politica internazionale	ISPI - Istituto per gli studi di politica internazionale	171795872872353	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
USR Caraș-Severin	Uniunea Salvați România	1556903897946498	Facebook	rd5	Last 5 days	2	1	54998	11000	41	0
Miikka-Markus Leskinen europarlamenttiin	Leskinen Miikka-Markus	1964589417153542	Facebook	rd5	Last 5 days	2	1	54998	11000	598	100
Pascal Smet	one.brussels	148221008918941	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Urmas Paet	Paet Urmas	223092011815453	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	rd5	Last 5 days	2	1	54998	11000	598	99
Joanna Sekuła - Kandydatka do Parlamentu Europejskiego	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	797920373599555	Facebook	rd5	Last 5 days	2	1	54998	11000	46	0
Alessandro Fusacchia	Alessandro Fusacchia	1045017942325647	Facebook	rd5	Last 5 days	2	1	54998	11000	598	99
Οικολογία Αλληλεγγύη	Γεώργιος Πανούχος	202906359747419	Facebook	rd5	Last 5 days	2	1	54998	11000	198	0
USR Bistrița-Năsăud	Stan Calin	1097122383697273	Facebook	rd5	Last 5 days	4	1	52996	10000	167	21
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	rd5	Last 5 days	13	1	52987	10000	1287	0
prof. dr. Vytautas Radžvilas	prof. dr. Vytautas Radžvilas	62378591336	Facebook	rd5	Last 5 days	3	1	51997	10000	297	0
PTB	PTB	53838654385	Facebook	rd5	Last 5 days	3	1	51997	10000	697	99
Alberto Bova - Candidato Sindaco	Comitato Elettorale Alberto Bova	146020142780997	Facebook	rd5	Last 5 days	3	1	51997	10000	297	0
Gregoriana Tudoran	Tudoran Gregoriana Carmen	1985293741779690	Facebook	rd5	Last 5 days	2	1	50998	10000	41	0
Γιάννης Δάλμας	Ioannis Dalmas	321260791914587	Facebook	rd5	Last 5 days	2	1	50998	10000	198	0
InFacts	InFacts	678120165658753	Facebook	rd5	Last 5 days	2	1	50998	10000	229	0
Silvia Sardone	Silvia Sardone	667483386685540	Facebook	rd5	Last 5 days	2	1	50998	10000	198	0
Paweł Krutul	Komitet Wyborczy Wiosna Roberta Biedronia	1798798630436202	Facebook	rd5	Last 5 days	2	1	50998	10000	139	23
European Free Alliance	European Free Alliance	46708306425	Facebook	rd5	Last 5 days	2	1	50998	10000	1098	500
Tatjana Babrauskienė	LVŽS	1101509610035530	Facebook	rd5	Last 5 days	2	1	50998	10000	198	0
Lode Ceyssens	Lode Ceyssens	690224427744073	Facebook	rd5	Last 5 days	2	1	50998	10000	198	0
Michael  O'Dowd for Europe	O'Dowd Michael Joseph	878147035569806	Facebook	rd5	Last 5 days	2	1	50998	10000	198	0
USR Deva	Uniunea Salvați România - USR	712674922236299	Facebook	rd5	Last 5 days	2	1	50998	10000	125	21
USR Sector 5	Uniunea Salvați România	1460571894265803	Facebook	rd5	Last 5 days	1	1	49999	10000	20	0
Δημήτρης Κωνσταντακόπουλος	Δημητριος Κωνσταντακοπουλος	912293735783615	Facebook	rd5	Last 5 days	1	1	49999	10000	99	0
Lynn Wesenbeek - Lijstduwer Open Vld Europa	Arendsoog	280977886188439	Facebook	rd5	Last 5 days	1	1	49999	10000	499	100
Κατερίνα Κούτρη - Katerina Koutri	Aikaterini Koutri	314010635931171	Facebook	rd5	Last 5 days	1	1	49999	10000	99	0
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	rd5	Last 5 days	1	1	49999	10000	99	0
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	rd5	Last 5 days	1	1	49999	10000	499	100
